Timestamp[ms] "A_X [mg]" "A_Y [mg]" "A_Z [mg]" "G_X [mdps]" "G_Y [mdps]" "G_Z [mdps]"
6182 -858 -34 542 23100 -24920 -5390
6192 -892 33 603 38710 10570 21140
6201 -944 75 631 34230 35280 35070
6211 -966 95 601 23940 49140 37380
6221 -939 89 537 17010 57120 31570
6230 -930 48 502 17220 62160 21420
6240 -990 34 484 24640 62930 10220
6250 -1001 6 430 38150 58310 2660
6259 -967 -41 356 60130 54390 3010
6269 -987 -114 272 97020 58590 12460
6278 -952 -143 218 162820 77350 32830
6288 -858 -95 150 260820 112070 63770
6298 -863 -18 93 371420 158410 97160
6307 -893 97 61 480900 209090 126000
6317 -936 168 -37 587090 256130 148820
6326 -940 250 -165 695240 299600 168490
6336 -845 465 -340 819420 343350 189210
6346 -816 770 -513 950740 391790 212660
6355 -850 999 -656 1071140 444080 234290
6365 -853 1061 -858 1177750 491120 247100
6375 -894 1049 -829 1265530 520730 241220
6384 -858 723 -721 1316910 509250 207270
6394 -735 482 -1493 1310960 448560 142030
6403 -877 614 -1248 1251740 410130 59780
6413 -925 465 -429 1147020 363300 -9380
6423 -756 37 -725 1004570 258930 -63840
6432 -764 -55 -565 836430 166250 -115150
6442 -759 -251 -318 651630 98630 -157920
6451 -734 -334 -368 455210 33390 -187110
6461 -793 -469 -201 264250 -13090 -191870
6471 -765 -492 -228 98490 -47460 -166320
6480 -634 -514 -449 -35840 -77700 -122080
6490 -606 -562 -380 -134470 -86800 -72450
6500 -604 -572 -365 -196630 -87990 -28630
6509 -560 -561 -507 -227920 -94430 4970
6519 -547 -543 -557 -239330 -92120 26670
6528 -554 -520 -572 -240030 -80780 36960
6538 -561 -498 -615 -236390 -68530 37730
6548 -571 -480 -635 -233660 -57190 31570
6557 -570 -443 -623 -234850 -48860 20930
6567 -576 -416 -631 -248010 -46480 9240
6576 -609 -357 -626 -284480 -51940 -980
6586 -631 -241 -587 -343280 -67200 -6930
6596 -611 -143 -682 -424200 -94570 -8120
6605 -583 -81 -718 -523880 -129640 -8890
6615 -636 21 -628 -634410 -168210 -13020
6625 -701 216 -696 -752570 -223370 -20300
6634 -738 426 -726 -867510 -293720 -31360
6644 -761 563 -687 -970830 -366590 -49840
6653 -753 547 -718 -1050140 -433650 -76440
6663 -833 606 -673 -1089970 -480830 -108920
6673 -896 678 -593 -1090530 -503580 -140840
6682 -983 662 -68 -1055250 -507430 -169400
6692 -834 677 -429 -984760 -509320 -193410
6701 -820 543 -310 -904120 -473060 -209930
6711 -876 415 -100 -814030 -415450 -223160
6721 -934 333 19 -710850 -357350 -234990
6730 -946 223 84 -600250 -303100 -240870
6740 -929 65 166 -482370 -252630 -232330
6750 -913 -69 238 -356790 -206710 -206920
6759 -895 -169 288 -233800 -163240 -166250
6769 -863 -224 353 -126420 -118160 -116340
6778 -841 -227 424 -40740 -70420 -64610
6788 -835 -170 479 20230 -23030 -17570
6798 -851 -75 544 54320 18620 19600
6807 -866 -36 571 63910 48930 43680
6817 -930 16 610 60690 66570 53760
6826 -961 46 605 53410 71190 52360
6836 -972 48 595 40110 66220 41090
6846 -971 31 577 24360 54110 23380
6855 -977 17 563 9310 38150 5180
6865 -974 0 541 -5180 20580 -8610
6875 -947 -31 516 -19950 4270 -16660
6884 -919 -51 490 -32620 -7770 -20650
6894 -895 -76 457 -38080 -13370 -21700
6903 -894 -104 426 -32690 -12110 -20300
6913 -892 -137 397 -14630 -4690 -15960
6923 -873 -149 371 19390 9100 -6440
6932 -867 -138 350 68670 29470 9590
6942 -920 -126 338 129850 56490 31780
6951 -976 -142 307 206500 91280 60410
6961 -893 -163 171 316750 138600 97720
6971 -799 0 31 466970 206920 142310
6980 -880 226 -7 628810 291760 183820
6990 -975 384 -112 770490 371980 213850
7000 -954 543 -337 888790 437010 234150
7009 -949 636 -433 980490 493780 247170
7019 -918 717 -542 1048950 536760 250600
7028 -922 735 -528 1100400 559300 243250
7038 -872 692 -515 1132740 547120 225540
7048 -664 635 -1047 1139600 499030 196350
7057 -660 591 -973 1116570 462070 157570
7067 -633 485 -843 1066030 417480 116060
7076 -620 331 -804 987700 351680 71750
7086 -621 179 -704 890890 278600 27580
7096 -622 -10 -700 780990 206290 -13510
7105 -647 -182 -591 661360 144200 -52010
7115 -644 -286 -535 535570 89110 -89040
7125 -631 -420 -526 409360 41650 -119140
7134 -639 -555 -484 292950 7840 -138670
7144 -608 -600 -518 194460 -14420 -144410
7153 -578 -681 -506 112280 -21630 -131320
7163 -592 -641 -373 42070 -19110 -101920
7173 -539 -728 -397 -17780 -22470 -59990
7182 -507 -702 -454 -70210 -27930 -14770
7192 -520 -634 -457 -121170 -31570 23170
7201 -540 -564 -517 -177310 -40740 48930
7211 -553 -494 -547 -241220 -57680 61180
7221 -581 -426 -569 -312970 -81270 62440
7230 -604 -359 -640 -393260 -112560 54950
7240 -616 -265 -658 -474950 -146790 45290
7250 -638 -170 -674 -557060 -182280 40250
7259 -626 -46 -718 -644070 -219590 40180
7269 -633 132 -720 -741440 -254940 41160
7278 -748 240 -619 -854210 -290920 38640
7288 -775 430 -643 -961800 -340760 32620
7298 -799 606 -633 -1057420 -399140 18900
7307 -803 595 -639 -1137640 -455840 -5600
7317 -844 633 -586 -1184400 -498540 -38290
7326 -885 669 -391 -1195600 -521220 -74690
7336 -964 761 -33 -1171100 -532140 -112770
7346 -826 768 -214 -1110620 -538300 -148890
7355 -823 686 -131 -1049580 -501480 -179130
7365 -859 553 17 -976360 -443170 -202580
7375 -862 408 99 -876190 -382410 -217700
7384 -824 177 138 -745570 -321300 -221340
7394 -767 -76 171 -578060 -254800 -208040
7403 -711 -276 236 -374150 -182070 -174580
7413 -697 -332 378 -154210 -105210 -123900
7423 -750 -243 528 46480 -31850 -63700
7432 -784 -117 613 192780 32200 420
7442 -792 41 674 271670 86450 58940
7451 -819 217 732 284550 130340 99120
7461 -929 289 770 244650 159530 114100
7471 -1096 321 855 177310 170310 104510
7480 -1112 305 785 106470 155820 77280
7490 -1054 298 691 48160 124040 41440
7500 -1012 241 576 8540 87150 9800
7509 -998 179 485 -9380 55160 -11970
7519 -979 124 431 -11480 32130 -23660
7528 -943 86 414 -8330 17850 -29470
7538 -904 70 424 -6160 11410 -33320
7548 -891 83 437 -5810 10080 -35140
7557 -884 79 447 -6230 11690 -32900
7567 -885 44 437 -3990 15470 -27720
7576 -879 20 415 7070 21770 -21490
7586 -866 11 383 28630 31570 -13510
7596 -903 0 371 58030 44590 -3360
7605 -954 -6 350 97090 60200 9800
7615 -965 -27 314 155050 79590 28770
7625 -910 -43 218 242690 108220 56210
7634 -830 26 40 364490 154560 91210
7644 -820 184 -35 512680 220080 128590
7653 -906 321 -123 667520 293650 163380
7663 -903 473 -297 816690 366030 192010
7673 -884 662 -475 961310 434980 216090
7682 -872 808 -672 1092350 496300 233030
7692 -856 916 -742 1211840 543970 239470
7701 -818 887 -547 1310820 556010 230440
7711 -597 747 -1581 1353730 513240 197190
7721 -873 973 -1205 1320970 485240 139790
7730 -808 683 -690 1233190 443660 85750
7740 -590 422 -935 1110900 326270 36960
7750 -587 108 -607 961030 223510 -10080
7759 -676 -145 -322 796040 131390 -56560
7769 -686 -387 -427 619920 41370 -99190
7778 -649 -418 -477 439180 -19880 -128310
7788 -719 -581 -260 264740 -48020 -130200
7798 -740 -685 -154 110880 -67620 -108710
7807 -640 -687 -421 -10220 -87570 -71750
7817 -587 -676 -423 -98840 -85470 -26460
7826 -590 -651 -290 -159950 -71260 17080
7836 -583 -576 -437 -200270 -72380 50470
7846 -609 -521 -505 -229950 -73080 71330
7855 -649 -466 -484 -257600 -69580 78890
7865 -678 -419 -524 -289310 -69790 75320
7875 -731 -344 -517 -331940 -72450 64120
7884 -782 -257 -513 -394380 -79240 48440
7894 -775 -155 -526 -479360 -93030 31640
7903 -709 -14 -567 -579810 -114730 19040
7913 -639 111 -609 -692580 -143570 12600
7923 -653 250 -518 -805140 -180180 11270
7932 -674 442 -531 -905030 -235620 14210
7942 -698 579 -554 -994980 -301490 11970
7951 -707 666 -601 -1071210 -363090 -5600
7961 -778 692 -548 -1127070 -407890 -35700
7971 -830 684 -460 -1152550 -433300 -73220
7980 -889 690 -7 -1141700 -439670 -114940
7990 -766 814 -248 -1091090 -440860 -156240
8000 -773 685 -153 -1019830 -424060 -189420
8009 -820 558 -66 -938490 -377440 -215530
8019 -888 433 69 -835520 -324380 -233310
8028 -920 279 152 -708820 -273140 -239680
8038 -896 92 207 -558040 -224700 -231000
8048 -874 -84 244 -386960 -177240 -202440
8057 -867 -197 327 -208530 -128870 -153720
8067 -853 -222 425 -45990 -78050 -92680
8076 -838 -161 518 79660 -24920 -29260
8086 -798 -23 574 160020 28980 28700
8096 -829 99 636 192150 79170 73150
8105 -928 181 650 184800 116480 96880
8115 -1001 234 673 151970 136500 98560
8125 -1081 235 673 106820 137480 79380
8134 -1108 251 645 66780 117250 47880
8144 -1056 231 549 36680 83860 16660
8153 -1008 173 474 15610 51170 -7420
8163 -968 124 416 6160 26460 -21910
8173 -946 112 406 3570 11690 -28000
8182 -942 91 418 -1540 3780 -29960
8192 -922 83 411 -7700 -1330 -30030
8201 -888 92 399 -11410 -3570 -28420
8211 -873 76 395 -13860 -2170 -25480
8221 -887 65 397 -15470 1960 -22960
8230 -894 59 393 -14070 6440 -21630
8240 -905 44 383 -7700 10430 -19950
8250 -900 32 361 7770 15260 -15890
8259 -899 35 318 35770 23450 -7280
8269 -983 6 295 74340 37310 6160
8278 -981 -48 240 136500 58100 26740
8288 -882 -18 103 240170 91700 58940
8298 -854 79 28 370020 144970 99680
8307 -869 197 -5 508410 212030 143290
8317 -904 299 -125 648970 280980 182770
8326 -886 436 -289 789950 349230 212590
8336 -819 627 -510 936180 415520 236040
8346 -831 843 -669 1068060 477120 253680
8355 -894 918 -550 1168580 525140 261240
8365 -843 815 -450 1239420 532770 253050
8375 -608 716 -1426 1265110 492450 221480
8384 -774 915 -1361 1230670 476630 166110
8394 -845 588 -602 1138550 449050 110320
8403 -659 369 -933 1012130 345030 58240
8413 -636 152 -587 873320 252700 8190
8423 -582 -172 -653 735630 166530 -33180
8432 -634 -238 -580 595140 95200 -69230
8442 -620 -401 -565 452970 45710 -92470
8451 -638 -512 -477 313530 11060 -99540
8461 -630 -582 -510 189770 -16310 -97860
8471 -598 -598 -611 88830 -34090 -87430
8480 -588 -610 -496 12040 -36750 -66640
8490 -549 -616 -499 -42840 -40250 -39620
8500 -506 -621 -539 -80080 -43890 -11620
8509 -516 -583 -547 -105350 -43960 14140
8519 -521 -537 -567 -125860 -42910 32970
8528 -542 -507 -578 -148890 -43540 43960
8538 -571 -464 -596 -182280 -48020 46620
8548 -611 -378 -575 -230790 -58240 42490
8557 -652 -301 -569 -301630 -76510 33110
8567 -669 -218 -614 -393820 -103110 19250
8576 -656 -114 -627 -497980 -134190 4410
8586 -624 -38 -648 -606270 -168980 -7490
8596 -628 117 -615 -709310 -207130 -14350
8605 -667 312 -620 -806540 -254450 -15890
8615 -695 409 -659 -901040 -310170 -20090
8625 -710 485 -610 -981820 -364420 -33740
8634 -749 615 -609 -1043910 -411740 -57960
8644 -797 628 -528 -1084440 -443450 -88200
8653 -854 647 -403 -1101380 -456470 -121870
8663 -898 632 -42 -1092350 -455980 -157220
8673 -837 697 -210 -1051330 -451570 -195300
8682 -824 643 -175 -988190 -427700 -229600
8692 -848 500 -69 -909090 -382060 -257180
8701 -884 365 19 -808640 -331730 -277690
8711 -874 242 60 -688520 -281750 -286510
8721 -832 53 140 -550970 -233660 -275450
8730 -809 -128 186 -396480 -187810 -240170
8740 -780 -292 219 -235760 -141470 -181510
8750 -753 -350 295 -83930 -89180 -109270
8759 -747 -307 388 43400 -29960 -34720
8769 -757 -193 454 135310 31500 33600
8778 -821 -62 506 190610 87080 87150
8788 -860 73 486 215110 129990 121660
8798 -969 127 535 217490 161770 135380
8807 -1048 162 539 213640 174720 130830
8817 -1062 187 487 210630 168210 116480
8826 -1028 211 411 209860 154070 100100
8836 -1016 193 344 211470 139160 90370
8846 -1002 188 290 217910 128100 89670
8855 -981 195 255 229180 121450 94850
8865 -968 221 221 240310 118860 100870
8875 -947 276 204 246400 119700 104230
8884 -928 346 205 243670 121940 102830
8894 -957 394 246 225540 121030 93310
8903 -1014 434 282 188090 110110 72800
8913 -1034 444 175 139860 87920 46830
8923 -1001 424 -49 98280 66920 24430
8932 -1075 422 152 79240 63000 13090
8942 -1001 363 92 99680 59710 20230
8951 -945 322 -99 167930 57470 47740
8961 -912 187 -276 271950 90860 86590
8971 -802 113 -355 417760 156730 128170
8980 -757 375 -521 606130 244860 168140
8990 -810 579 -661 795060 343840 202370
9000 -845 717 -898 962430 437920 225750
9009 -853 817 -1064 1105230 516740 237930
9019 -896 748 -465 1218770 558950 237930
9028 -532 527 -1730 1294720 529760 213920
9038 -672 737 -1887 1307950 505960 166460
9048 -643 606 -700 1283660 495600 126630
9057 -352 299 -1276 1213800 380240 95130
9067 -444 46 -856 1102150 278880 50540
9076 -505 23 -409 939750 182070 -5040
9086 -509 -407 -27 707070 62440 -61950
9096 -603 -656 -7 428260 -56980 -107660
9105 -717 -794 -90 148890 -144690 -123970
9115 -702 -890 -102 -91560 -196000 -105210
9125 -550 -751 -607 -263620 -223020 -59220
9134 -459 -801 -591 -360990 -216370 -1960
9144 -471 -779 -441 -401100 -188650 46270
9153 -404 -696 -699 -398510 -176820 78190
9163 -414 -650 -689 -364490 -154700 98420
9173 -456 -590 -684 -314370 -123620 107590
9182 -492 -529 -696 -260120 -91770 108710
9192 -497 -466 -691 -210000 -60200 106050
9201 -507 -427 -647 -167790 -31710 98770
9211 -550 -390 -592 -140070 -10500 86940
9221 -604 -333 -577 -138460 -280 71680
9230 -633 -283 -614 -171360 -1190 56280
9240 -645 -208 -570 -239400 -10220 43400
9250 -615 -72 -597 -336000 -32970 32200
9259 -629 27 -546 -456890 -67060 21700
9269 -671 160 -482 -595140 -113610 10640
9278 -711 366 -498 -740040 -178570 -3360
9288 -722 513 -608 -878150 -254170 -22120
9298 -758 624 -557 -995330 -326550 -46550
9307 -800 708 -535 -1084160 -388780 -77420
9317 -855 782 -601 -1139810 -434980 -111440
9326 -899 752 -539 -1159690 -452550 -143850
9336 -932 660 -93 -1141280 -446110 -177310
9346 -760 732 -357 -1078000 -436030 -214270
9355 -748 589 -209 -987560 -409290 -245560
9365 -822 472 -44 -892990 -353010 -267470
9375 -926 374 88 -784420 -297850 -276850
9384 -949 240 118 -661710 -252140 -270200
9394 -913 33 163 -522480 -211680 -243740
9403 -873 -137 185 -367080 -170870 -199290
9413 -831 -236 250 -205940 -124320 -140700
9423 -802 -252 352 -58170 -71400 -75460
9432 -787 -188 425 59780 -15960 -10570
9442 -785 -54 466 139090 36680 46410
9451 -847 64 550 174230 79940 85960
9461 -911 137 529 171500 106330 102830
9471 -1025 161 620 144200 118720 98000
9480 -1053 188 592 107940 108080 76720
9490 -1038 212 569 65240 80220 46550
9500 -1027 194 541 20020 45080 14840
9509 -1018 169 498 -19460 7700 -11340
9519 -997 142 460 -49560 -25200 -28700
9528 -967 107 438 -69090 -48720 -37240
9538 -925 67 421 -76720 -61040 -38710
9548 -881 39 403 -72660 -62090 -35420
9557 -853 12 398 -60410 -52220 -28840
9567 -846 7 413 -43960 -34860 -20650
9576 -847 25 441 -27160 -15680 -13160
9586 -866 40 455 -12390 490 -7070
9596 -885 36 457 -1470 11620 -2800
9605 -891 38 442 9310 18270 630
9615 -898 31 420 22890 22750 5250
9625 -910 17 398 41160 27720 11970
9634 -911 15 348 70840 35490 22120
9644 -920 -3 303 117040 50050 36680
9653 -918 10 241 184730 74200 56210
9663 -890 56 187 273770 108990 82530
9673 -867 127 132 375760 152810 113400
9682 -899 218 82 481040 201950 142450
9692 -899 281 -5 588350 253120 165270
9701 -905 386 -146 699720 304150 182140
9711 -927 525 -253 803110 353990 193480
9721 -891 612 -386 898030 398440 203490
9730 -836 714 -518 985110 434210 212520
9740 -786 795 -669 1056580 458920 217140
9750 -793 791 -686 1101170 466970 211890
9759 -747 635 -644 1109990 446880 189420
9769 -669 517 -1145 1074360 394870 147910
9778 -735 471 -906 999390 353430 98210
9788 -649 325 -743 906150 299950 54460
9798 -595 103 -776 798980 228760 19880
9807 -625 -136 -708 686350 167510 -8470
9817 -640 -249 -692 569590 116550 -34930
9826 -644 -331 -651 442890 74480 -56980
9836 -643 -400 -585 309960 40320 -69790
9846 -636 -483 -568 180460 10500 -69720
9855 -619 -532 -585 61880 -14140 -56560
9865 -600 -522 -577 -40320 -33110 -34370
9875 -572 -483 -611 -121520 -49980 -7070
9884 -564 -437 -647 -183960 -65240 20090
9894 -569 -375 -677 -233030 -78330 41020
9903 -586 -338 -689 -277200 -91700 52920
9913 -627 -282 -704 -325360 -105910 55580
9923 -669 -157 -681 -388080 -123200 50400
9932 -712 -4 -656 -473340 -146370 40460
9942 -727 82 -620 -583240 -176400 26320
9951 -767 272 -626 -713580 -212940 4760
9961 -794 482 -614 -850220 -257600 -19880
9971 -796 597 -597 -978670 -307720 -44310
9980 -757 672 -594 -1082480 -359310 -71470
9990 -770 765 -496 -1148770 -400470 -100380
10000 -851 824 -245 -1183000 -428750 -128100
10009 -877 887 -354 -1185240 -448070 -155260
10019 -812 800 -332 -1154090 -441280 -183120
10028 -739 654 -206 -1092980 -401310 -215740
10038 -781 530 -60 -1005620 -340900 -250670
10048 -858 397 45 -897050 -276920 -279580
10057 -878 234 102 -770000 -218750 -295330
10067 -867 62 127 -620200 -169820 -291550
10076 -874 -147 153 -449330 -128310 -261100
10086 -861 -321 173 -269990 -91770 -205730
10096 -824 -394 233 -101360 -56140 -134890
10105 -808 -369 305 33180 -18900 -60200
10115 -788 -267 383 119350 19040 8820
10125 -819 -128 437 157290 53060 61040
10134 -839 7 483 156870 77210 90650
10144 -926 39 521 130900 88130 96250
10153 -1010 73 584 92330 86450 79870
10163 -994 84 567 52220 67270 49350
10173 -978 83 542 11410 38150 14140
10182 -975 43 512 -25200 7140 -15890
10192 -965 29 449 -52080 -21840 -35140
10201 -936 -16 446 -69160 -43820 -42210
10211 -904 -63 437 -74690 -56350 -39900
10221 -879 -89 411 -67620 -59780 -31710
10230 -861 -104 414 -52290 -53900 -20930
10240 -844 -110 432 -32410 -40460 -10220
10250 -841 -95 453 -10430 -22610 -1680
10259 -853 -69 472 9520 -4130 4130
10269 -871 -40 489 24710 11270 8960
10278 -889 -18 492 33460 21140 13440
10288 -921 -3 496 34720 25200 15960
10298 -940 0 482 31360 23730 16380
10307 -941 -11 434 30870 19670 17010
10317 -943 -47 375 40880 18060 20440
10326 -941 -66 328 70980 24010 29680
10336 -943 -63 275 125510 39970 47460
10346 -950 -78 245 200340 66850 73780
10355 -894 -25 165 300020 104230 106890
10365 -864 66 90 422240 152880 143360
10375 -896 188 42 549850 209510 176680
10384 -946 329 -62 671510 263830 202090
10394 -944 487 -187 782670 311360 221830
10403 -855 654 -297 892080 354200 242060
10413 -809 810 -479 998480 392350 260120
10423 -825 909 -566 1086750 424060 269080
10432 -794 930 -676 1148350 440230 263410
10442 -795 879 -523 1174670 432740 239400
10451 -677 718 -912 1155000 389410 195440
10461 -701 631 -1014 1088290 336840 140280
10471 -773 516 -811 994280 293020 84910
10480 -729 295 -753 883470 233520 35350
10490 -709 69 -746 763000 171150 -6650
10500 -740 -145 -678 636090 121520 -43540
10509 -737 -237 -630 505190 82390 -77140
10519 -707 -297 -592 374360 50260 -99890
10528 -688 -356 -541 249410 25060 -107170
10538 -667 -405 -529 140070 4270 -99400
10548 -643 -429 -539 49770 -12530 -81270
10557 -618 -435 -543 -21490 -24640 -59080
10567 -597 -412 -540 -74340 -33600 -35770
10576 -587 -397 -553 -113050 -42630 -13300
10586 -581 -371 -577 -142660 -50330 5250
10596 -582 -335 -598 -168420 -57680 17780
10605 -598 -305 -596 -196910 -64540 23870
10615 -614 -259 -596 -232120 -73920 23730
10625 -641 -191 -604 -277480 -86870 18760
10634 -672 -122 -604 -338590 -102060 10990
10644 -686 -69 -631 -415380 -119910 1330
10653 -685 10 -626 -501830 -139370 -8610
10663 -680 142 -632 -592970 -162750 -16240
10673 -691 304 -615 -685160 -193760 -19530
10682 -726 412 -614 -772520 -232610 -21070
10692 -735 441 -666 -848750 -275030 -26950
10701 -775 570 -597 -906290 -310520 -40180
10711 -813 628 -502 -944580 -335090 -57120
10721 -838 686 -370 -958790 -349650 -76650
10730 -825 666 -373 -944860 -354900 -98630
10740 -825 633 -302 -906850 -339430 -123550
10750 -816 597 -183 -849730 -306250 -151760
10759 -869 561 -28 -780430 -264530 -179830
10769 -937 533 82 -704130 -226800 -203840
10778 -992 485 167 -623490 -198520 -217910
10788 -1036 391 207 -540400 -180600 -220080
10798 -1042 271 231 -455000 -168840 -210280
10807 -1016 137 252 -369180 -156520 -189210
10817 -968 18 269 -287350 -138390 -159740
10826 -925 -67 302 -214900 -111790 -125720
10836 -889 -90 349 -152670 -78750 -90510
10846 -876 -75 395 -101780 -44590 -56770
10855 -883 -50 426 -64610 -13790 -28140
10865 -887 -39 434 -40950 10220 -8190
10875 -941 -34 463 -28350 26250 1050
10884 -961 -9 468 -19880 33530 2450
10894 -939 -4 443 -14490 32830 350
10903 -920 -9 428 -12530 28770 -3290
